32,11,86,20
33,11,96,20
34,11,100,20
35,11,100,20
3,14,30,26
4,14,40,26
5,14,50,26
7,14,60,26
8,14,70,26
9,14,86,26
10,14,96,26
12,14,100,26
13,14,56,26
15,14,36,26
16,14,26,26
17,14,46,26
18,14,76,26
19,14,66,26
21,14,86,26
22,14,96,26
23,14,16,26
24,14,36,26
25,14,26,26
27,14,46,26
29,14,66,26
30,14,56,26
31,14,76,26
32,14,86,26
33,14,96,26
34,14,100,26
35,14,100,26
3,17,30,28
4,17,40,28
5,17,50,28
7,17,60,28
8,17,70,28
9,17,86,28
10,17,96,28
12,17,100,28
13,17,56,28
15,17,36,28
16,17,26,28
17,17,46,28
18,17,76,28
19,17,66,28
21,17,86,28
22,17,96,28
23,17,16,28
24,17,36,28
25,17,26,28
27,17,46,28
29,17,66,28
30,17,56,28
31,17,76,28
32,17,86,28
33,17,96,28
34,17,100,28
35,17,100,28
3,18,30,36
4,18,40,36
5,18,50,36
7,18,60,36
8,18,70,36
9,18,86,36
10,18,96,36
12,18,100,36
13,18,56,36
15,18,36,36
16,18,26,36
17,18,46,36
18,18,76,36
19,18,66,36
21,18,86,36
22,18,96,36
23,18,16,36
24,18,36,36
25,18,26,36
27,18,46,36
29,18,66,36
30,18,56,36
31,18,76,36
32,18,86,36
33,18,96,36
34,18,100,36
35,18,100,36
3,19,30,1
4,19,40,1
5,19,50,1
7,19,60,1
8,19,70,1
9,19,86,1
10,19,96,1
12,19,100,1
13,19,56,1
15,19,36,1
16,19,26,1
17,19,46,1
18,19,76,1
19,19,66,1
21,19,86,1
22,19,96,1
23,19,16,1
24,19,36,1
25,19,26,1
27,19,46,1
29,19,66,1
30,19,56,1
31,19,76,1
32,19,86,1
33,19,96,1
34,19,100,1
35,19,100,1
3,20,30,2
4,20,40,2
5,20,50,2
7,20,60,2
8,20,70,2
9,20,86,2
10,20,96,2
12,20,100,2
13,20,56,2
15,20,36,2
16,20,26,2
17,20,46,2
18,20,76,2
19,20,66,2
21,20,86,2
22,20,96,2
23,20,16,2
24,20,36,2
25,20,26,2
27,20,46,2
29,20,66,2
30,20,56,2
31,20,76,2
32,20,86,2
33,20,96,2
34,20,100,2
35,20,100,
3,21,30,6
4,21,40,6
5,21,50,6
7,21,60,6
8,21,70,6
9,21,56,6
10,21,96,6
12,21,100,6
13,21,56,6
15,21,36,6
16,21,26,6
17,21,46,6
18,21,76,6
19,21,66,6
21,21,86,6
22,21,96,6
23,21,16,6
24,21,36,6
25,21,26,6
27,21,46,6
29,21,66,6
30,21,56,6
31,21,76,6
32,21,86,6
33,21,96,6
34,21,100,6
35,21,100,6
3,22,30,11
4,22,40,11
5,22,50,11
7,22,60,11
8,22,70,11
9,22,86,11
10,22,96,11
12,22,100,11
13,22,56,11
15,22,36,11
16,22,26,11
17,22,46,11
18,22,76,11
19,22,66,11
21,22,86,11
22,22,96,11
23,22,16,11
24,22,36,11
25,22,26,11
27,22,46,11
29,22,66,11
30,22,56,11
31,22,76,11
32,22,86,11
33,22,96,11
34,22,100,11
35,22,100,11
3,23,30,14
4,23,40,14
5,23,50,14
7,23,60,14
8,23,70,14
9,23,86,14
10,23,96,14
12,23,100,14
13,23,56,14
15,23,36,14
16,23,26,14
17,23,46,14
18,23,76,14
19,23,66,14
21,23,86,14
22,23,96,14
23,23,16,14
24,23,36,14
25,23,26,14
27,23,46,14
29,23,66,14
30,23,56,14
31,23,76,14
32,23,86,14
33,23,96,14
34,23,100,14
35,23,100,14
3,24,30,20
4,24,40,20
5,24,50,20
7,24,60,20
8,24,70,20
9,24,86,20
10,24,96,20
12,24,100,20
13,24,56,20
15,24,36,20
16,24,26,20
17,24,46,20
18,24,76,20
19,24,66,20
21,24,86,20
22,24,96,20
23,24,16,20
24,24,36,20
25,24,26,20
27,24,46,20
29,24,66,20
30,24,56,20
31,24,76,20
32,24,86,20
33,24,96,20
34,24,100,20
35,24,100,20
3,25,30,26
4,25,40,26
5,25,50,26
7,25,60,26
8,25,70,26
9,25,86,26
10,25,96,26
12,25,100,26
13,25,56,26
15,25,36,26
16,25,26,26
17,25,46,26
18,25,76,26
19,25,66,26
21,25,86,26
22,25,96,26
23,25,16,26
24,25,36,26
25,25,26,26
27,25,46,26
29,25,66,26
30,25,56,26
31,25,76,26
32,25,86,26
33,25,96,26
34,25,100,26
35,25,100,26
3,26,30,28
4,26,40,28
5,26,50,28
7,26,60,28
8,26,70,28
9,26,86,28
10,26,96,28
12,26,100,28
13,26,56,28
15,26,36,28
16,26,26,28
17,26,46,28
18,26,76,28
19,26,66,28
21,26,86,28
22,26,96,28
23,26,16,28
24,26,36,28
25,26,26,28
27,26,46,28
29,26,66,28
30,26,56,28
31,26,76,28
32,26,86,28
33,26,96,28
34,26,100,28
35,26,100,28
3,27,30,36
4,27,40,36
5,27,50,36
7,27,60,36
8,27,70,36
9,27,86,36
10,27,96,36
12,27,100,36
13,27,56,36
15,27,36,36
16,27,26,36
17,27,46,36
18,27,76,36
19,27,66,36
21,27,86,36
22,27,96,36
23,27,16,36
24,27,36,36
25,27,26,36
27,27,46,36
29,27,66,36
30,27,56,36
31,27,76,36
32,27,86,36
33,27,96,36
34,27,100,36
35,27,100,36
3,28,30,1
4,28,40,1
5,28,50,1
7,28,60,1
8,28,70,1
9,28,86,1
10,28,96,1
12,28,100,1
13,28,56,1
15,28,36,1
16,28,26,1
17,28,46,1
18,28,76,1
19,28,66,1
21,28,86,1
22,28,96,1
23,28,16,1
24,28,36,1
25,28,26,1
27,28,46,1
29,28,66,1
30,28,56,1
31,28,76,1
32,28,86,1
33,28,96,1
34,28,100,1
35,28,100,1
3,29,30,2
4,29,40,2
5,29,50,2
7,29,60,2
8,29,70,2
9,29,86,2
10,29,96,2
12,29,100,2
13,29,56,2
15,29,36,2
16,29,26,2
17,29,46,2
18,29,76,2
19,29,66,2
21,29,86,2
22,29,96,2
23,29,16,2
24,29,36,2
25,29,26,2
27,29,46,2
29,29,66,2
30,29,56,2
31,29,76,2
32,29,86,2
33,29,96,2
34,29,100,2
35,29,100,2
3,30,30,6
4,30,40,6
5,30,50,6
7,30,60,6
8,30,70,6
9,30,86,6
10,30,96,6
12,30,100,6
13,30,56,6
15,30,36,6
16,30,26,6
17,30,46,6
18,30,76,6
19,30,66,6
21,30,86,6
22,30,96,6
23,30,16,6
24,30,36,6
25,30,26,6
27,30,46,6
29,30,66,6
30,30,56,6
31,30,76,6
32,30,86,6
33,30,96,6
34,30,100,6
35,30,100,6
3,31,30,11
4,31,40,11
5,31,50,11
7,31,60,11
8,31,70,11
9,31,86,11
10,31,96,11
12,31,100,11
13,31,56,11
15,31,36,11
16,31,26,11
17,31,46,11
18,31,76,11
19,31,66,11
21,31,86,11
22,31,96,11
23,31,16,11
24,31,36,11
25,31,26,11
27,31,46,11
29,31,66,11
30,31,56,11
31,31,76,11
32,31,86,11
33,31,96,11
34,31,100,11
35,31,100,11
3,32,30,14
4,32,40,14
5,32,50,14
7,32,60,14
8,32,70,14
9,32,86,14
10,32,96,14
12,32,100,14
13,32,56,14
15,32,36,14
16,32,26,14
17,32,46,14
18,32,76,14
19,32,66,14
21,32,86,14
22,32,96,14
23,32,16,14
24,32,36,14
25,32,26,14
27,32,46,14
29,32,66,14
30,32,56,14
31,32,76,14
32,32,86,14
33,32,96,14
34,32,100,14
35,32,100,14
3,33,30,20
4,33,40,20
5,33,50,20
7,33,60,20
8,33,70,20
9,33,86,20
10,33,96,20
12,33,100,20
13,33,56,20
15,33,36,20
16,33,26,20
17,33,46,20
18,33,76,20
19,33,66,20
21,33,86,20
22,33,96,20
23,33,16,20
24,33,36,20
25,33,26,20
27,33,46,20
29,33,66,20
30,33,56,20
31,33,76,20
32,33,86,20
33,33,96,20
34,33,100,20
35,33,100,20
3,34,30,26
4,34,40,26
5,34,50,26
7,34,60,26
8,34,70,26
9,34,86,26
10,34,96,26
12,34,100,26
13,34,56,26
15,34,36,26
16,34,26,26
17,34,46,26
18,34,76,26
19,34,66,26
21,34,86,26
22,34,96,26
23,34,16,26
24,34,36,26
25,34,26,26
27,34,46,26
29,34,66,26
30,34,56,26
31,34,76,26
32,34,86,26
33,34,96,26
34,34,100,26
35,34,100,26
3,35,30,28
4,35,40,28
5,35,50,28
7,35,60,28
8,35,70,28
9,35,86,28
10,35,96,28
12,35,100,28
13,35,56,28
15,35,36,28
16,35,26,28
17,35,46,28
18,35,76,28
19,35,66,28
21,35,86,28
22,35,96,28
23,35,16,28
24,35,36,28
25,35,26,28
27,35,46,28
29,35,66,28
30,35,56,28
31,35,76,28
32,35,86,28
33,35,96,28
34,35,100,28
35,35,100,28
